# HOMER Peaks
# Peak finding parameters:
# tag directory = USF2_tags/
#
# total peaks = 20375
# peak size = 318
# peaks found using tags on both strands
# minimum distance between peaks = 636
# fragment length = 150
# genome size = 2000000000
# Total tags = 15985705.0
# Total tags in peaks = 1288648.0
# Approximate IP efficiency = 8.06%
# tags per bp = 0.007993
# expected tags per peak = 2.542
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.845597e-06
# FDR tag threshold = 13.0
# number of putative peaks = 40570
#
# input tag directory = INPUT_tags/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 18904
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1291
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks USF2_tags/ -style factor -i INPUT_tags/ -o USF2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-71	chr9	136094044	136094362	+	117.0	0.955	189.000000	187.0	2.6	73.15	9.14e-271	66.98	1.04e-263	0.76
chr10-59	chr10	31928742	31929060	+	117.0	0.828	188.000000	187.0	2.0	91.44	1.15e-288	44.14	1.87e-230	0.76
chr13-24	chr13	24694150	24694468	+	117.0	0.856	191.000000	187.0	5.1	36.58	1.41e-215	82.51	2.03e-280	0.76
chr14-65	chr14	95237285	95237603	+	117.0	0.937	187.000000	187.0	7.7	24.38	9.43e-184	63.97	4.96e-260	0.76
chr16-114	chr16	70685949	70686267	+	117.0	0.901	188.000000	187.0	2.6	73.15	9.14e-271	19.70	3.24e-167	0.76
chr19-118	chr19	12985284	12985602	+	117.0	0.918	188.000000	187.0	9.7	19.25	1.95e-165	38.73	4.21e-220	0.76
chr1-129	chr1	207751859	207752177	+	116.4	0.917	190.000000	186.0	6.1	30.32	9.97e-200	40.16	8.54e-222	0.76
chr1-130	chr1	209827811	209828129	+	116.4	0.915	187.000000	186.0	6.1	30.32	9.97e-200	69.91	1.01e-265	0.76
chr2-134	chr2	70269584	70269902	+	116.4	0.930	188.000000	186.0	5.6	33.07	1.55e-206	24.30	1.59e-182	0.76
chr2-135	chr2	199459297	199459615	+	116.4	0.846	188.000000	186.0	10.2	18.19	3.14e-160	34.96	7.06e-211	0.76
chr3-74	chr3	139677487	139677805	+	116.4	0.923	187.000000	186.0	5.6	33.07	1.55e-206	73.55	9.38e-270	0.76
chr8-34	chr8	139675772	139676090	+	116.4	0.918	187.000000	186.0	3.1	60.64	2.15e-254	39.60	1.10e-220	0.76
chr11-80	chr11	20360787	20361105	+	116.4	0.933	186.000000	186.0	5.1	36.38	5.16e-214	82.07	1.68e-278	0.76
chr16-112	chr16	87847700	87848018	+	116.4	0.743	193.000000	186.0	6.6	27.99	1.75e-193	13.55	6.12e-138	0.76
chr19-117	chr19	38683671	38683989	+	116.4	0.913	189.000000	186.0	7.2	25.99	1.02e-187	28.46	8.73e-195	0.76
chr20-102	chr20	62146099	62146417	+	116.4	0.810	188.000000	186.0	9.7	19.15	3.75e-164	23.69	1.47e-180	0.76
chr2-137	chr2	128170293	128170611	+	115.7	0.866	186.000000	185.0	11.8	15.73	2.10e-148	32.56	3.27e-204	0.76
chr3-77	chr3	51983310	51983628	+	115.7	0.960	186.000000	185.0	7.2	25.85	2.66e-186	42.03	3.50e-224	0.76
chr11-79	chr11	61682048	61682366	+	115.7	0.880	190.000000	185.0	7.7	24.12	5.58e-181	37.06	2.60e-214	0.76
chr12-83	chr12	107682040	107682358	+	115.7	0.920	190.000000	185.0	9.7	19.05	7.18e-163	11.76	9.96e-127	0.76
chr16-113	chr16	11363390	11363708	+	115.7	0.941	188.000000	185.0	12.8	14.47	3.81e-142	21.83	2.63e-173	0.76
chr22-51	chr22	18044710	18045028	+	115.7	0.889	186.000000	185.0	11.2	16.45	9.38e-152	67.86	6.06e-262	0.76
chr1-132	chr1	56414932	56415250	+	115.1	0.856	186.000000	184.0	9.2	19.99	1.09e-165	39.73	1.37e-218	0.76
chr4-47	chr4	1765600	1765918	+	115.1	0.908	185.000000	184.0	8.2	22.49	1.16e-174	26.30	1.21e-186	0.76
chr6-60	chr6	144578520	144578838	+	115.1	0.910	186.000000	184.0	10.7	17.14	4.92e-154	46.68	3.53e-231	0.76
chr9-73	chr9	33473751	33474069	+	115.1	0.909	185.000000	184.0	6.6	27.68	1.37e-190	72.76	5.05e-266	0.76
chr9-72	chr9	127159300	127159618	+	115.1	0.899	186.000000	184.0	7.2	25.71	6.87e-185	72.76	5.05e-266	0.76
chr10-60	chr10	102714374	102714692	+	115.1	0.857	186.000000	184.0	4.1	44.99	2.77e-228	35.91	1.01e-210	0.76
chr11-75	chr11	61161076	61161394	+	115.1	0.904	192.000000	184.0	4.6	39.99	4.30e-219	40.60	2.89e-220	0.76
chr12-84	chr12	122023375	122023693	+	115.1	0.912	188.000000	184.0	3.6	51.41	9.83e-239	56.59	2.97e-246	0.76
chr12-85	chr12	132279123	132279441	+	115.1	0.950	186.000000	184.0	6.1	29.99	9.12e-197	39.45	4.87e-218	0.76
chr14-66	chr14	59919836	59920154	+	115.1	0.847	184.000000	184.0	3.1	59.98	7.86e-251	57.75	7.43e-248	0.76
chr16-117	chr16	69522776	69523094	+	115.1	0.902	186.000000	184.0	3.1	59.98	7.86e-251	47.48	1.71e-232	0.76
chr16-118	chr16	89687262	89687580	+	115.1	0.858	185.000000	184.0	12.8	14.40	5.52e-141	49.14	3.42e-235	0.76
chr17-149	chr17	76597164	76597482	+	115.1	0.836	187.000000	184.0	4.6	39.99	4.30e-219	32.76	1.34e-203	0.76
chr20-103	chr20	50645607	50645925	+	115.1	0.854	187.000000	184.0	17.4	10.59	2.12e-118	40.30	1.06e-219	0.76
chr22-50	chr22	40951115	40951433	+	115.1	0.915	188.000000	184.0	7.2	25.71	6.87e-185	52.36	3.71e-240	0.76
chr1-124	chr1	8169751	8170069	+	114.5	0.871	194.000000	183.0	5.6	32.54	5.53e-202	32.02	9.59e-201	0.76
chr1-133	chr1	26913978	26914296	+	114.5	0.812	184.000000	183.0	6.6	27.53	3.78e-189	26.28	1.39e-185	0.76
chr1-131	chr1	39167871	39168189	+	114.5	0.927	186.000000	183.0	6.6	27.53	3.78e-189	83.16	4.47e-275	0.76
chr1-135	chr1	155893668	155893986	+	114.5	0.907	183.000000	183.0	4.6	39.77	1.72e-217	88.44	6.53e-280	0.76
chr2-136	chr2	126997197	126997515	+	114.5	0.879	186.000000	183.0	8.2	22.37	2.62e-173	27.58	2.78e-189	0.76
chr5-54	chr5	60542063	60542381	+	114.5	0.894	185.000000	183.0	5.1	35.79	2.45e-209	64.04	1.34e-254	0.76
chr7-58	chr7	2314249	2314567	+	114.5	0.739	188.000000	183.0	5.1	35.79	2.45e-209	41.27	2.32e-220	0.76
chr7-56	chr7	5533980	5534298	+	114.5	0.842	191.000000	183.0	6.6	27.53	3.78e-189	40.97	8.66e-220	0.76
chr11-81	chr11	118195196	118195514	+	114.5	0.883	185.000000	183.0	9.7	18.84	2.59e-160	50.20	1.41e-235	0.76
chr12-88	chr12	57078628	57078946	+	114.5	0.920	184.000000	183.0	5.6	32.54	5.53e-202	73.31	3.47e-265	0.76
chr16-119	chr16	25178253	25178571	+	114.5	0.894	184.000000	183.0	15.8	11.55	4.70e-124	43.53	1.71e-224	0.76
chr17-150	chr17	17206346	17206664	+	114.5	0.740	184.000000	183.0	4.1	44.74	1.25e-226	33.77	7.73e-205	0.76
chr19-119	chr19	3708135	3708453	+	114.5	0.920	185.000000	183.0	6.6	27.53	3.78e-189	53.06	6.57e-240	0.76
chr20-105	chr20	46694619	46694937	+	114.5	0.918	184.000000	183.0	7.7	23.86	3.23e-178	24.44	4.98e-180	0.76
chr22-52	chr22	43378428	43378746	+	114.5	0.917	185.000000	183.0	5.1	35.79	2.45e-209	67.95	3.12e-259	0.76
chr2-138	chr2	241734686	241735004	+	113.9	0.912	185.000000	182.0	8.2	22.25	5.86e-172	33.79	8.92e-204	0.76
chr3-76	chr3	4748937	4749255	+	113.9	0.930	186.000000	182.0	5.1	35.60	8.76e-208	31.48	2.30e-198	0.76
chr3-78	chr3	52536254	52536572	+	113.9	0.835	186.000000	182.0	7.7	23.73	7.71e-177	18.17	9.81e-157	0.76
chr6-61	chr6	35328130	35328448	+	113.9	0.929	183.000000	182.0	9.7	18.74	4.88e-159	46.96	3.84e-229	0.76
chr12-87	chr12	42238205	42238523	+	113.9	0.948	184.000000	182.0	2.6	71.20	1.82e-261	60.89	2.69e-249	0.76
chr16-115	chr16	3459081	3459399	+	113.9	0.871	187.000000	182.0	3.1	59.33	2.81e-247	19.51	4.48e-162	0.76
chr16-120	chr16	68786659	68786977	+	113.9	0.955	184.000000	182.0	13.8	13.18	4.99e-133	38.48	9.01e-214	0.76
chr17-148	chr17	75033731	75034049	+	113.9	0.901	189.000000	182.0	14.3	12.71	2.25e-130	15.88	1.05e-146	0.76
chr19-122	chr19	45994959	45995277	+	113.9	0.955	184.000000	182.0	9.7	18.74	4.88e-159	65.97	1.59e-255	0.76
chr20-106	chr20	62874157	62874475	+	113.9	0.828	184.000000	182.0	4.1	44.50	5.58e-225	16.79	7.32e-151	0.76
chr2-129	chr2	215681313	215681631	+	113.2	0.815	190.000000	181.0	7.7	23.60	1.83e-175	18.87	1.03e-158	0.76
chr3-79	chr3	148991342	148991660	+	113.2	0.889	182.000000	181.0	3.6	50.58	1.32e-233	61.92	3.13e-249	0.76
chr4-48	chr4	8200693	8201011	+	113.2	0.907	181.000000	181.0	8.2	22.13	1.30e-170	33.40	8.77e-202	0.76
chr10-61	chr10	5071643	5071961	+	113.2	0.924	182.000000	181.0	7.7	23.60	1.83e-175	36.50	1.49e-208	0.76
chr10-63	chr10	102850005	102850323	+	113.2	0.801	182.000000	181.0	7.7	23.60	1.83e-175	39.93	1.90e-215	0.76
chr12-86	chr12	24045034	24045352	+	113.2	0.943	184.000000	181.0	2.6	70.81	1.29e-259	49.20	1.73e-231	0.76
chr16-116	chr16	29829450	29829768	+	113.2	0.923	187.000000	181.0	9.7	18.63	9.15e-158	39.08	8.46e-214	0.76
chr16-121	chr16	68526289	68526607	+	113.2	0.931	182.000000	181.0	11.8	15.39	1.25e-143	51.03	2.73e-234	0.76
chr17-153	chr17	51372680	51372998	+	113.2	0.922	182.000000	181.0	7.7	23.60	1.83e-175	61.92	3.13e-249	0.76
chr19-121	chr19	2977218	2977536	+	113.2	0.873	184.000000	181.0	3.6	50.58	1.32e-233	37.49	1.31e-210	0.76
chr19-123	chr19	18093511	18093829	+	113.2	0.907	183.000000	181.0	3.6	50.58	1.32e-233	34.02	3.49e-203	0.76
chr2-139	chr2	55048507	55048825	+	112.6	0.933	182.000000	180.0	6.6	27.08	7.77e-185	25.02	6.82e-179	0.76
chr2-140	chr2	201233256	201233574	+	112.6	0.836	182.000000	180.0	12.8	14.08	2.30e-136	31.32	8.41e-196	0.76
chr4-50	chr4	83618445	83618763	+	112.6	0.958	181.000000	180.0	4.1	44.01	1.10e-221	86.99	4.44e-274	0.76
chr5-55	chr5	175746864	175747182	+	112.6	0.969	182.000000	180.0	2.6	70.42	9.15e-258	29.62	1.34e-191	0.76
chr7-59	chr7	136086813	136087131	+	112.6	0.974	183.000000	180.0	3.6	50.30	6.65e-232	97.86	3.46e-283	0.76
chr10-62	chr10	22316257	22316575	+	112.6	0.852	182.000000	180.0	2.6	70.42	9.15e-258	30.11	7.79e-193	0.76
chr10-64	chr10	30542374	30542692	+	112.6	0.882	181.000000	180.0	11.2	16.00	1.07e-145	36.78	5.25e-208	0.76
chr11-83	chr11	73983417	73983735	+	112.6	0.904	184.000000	180.0	6.1	29.34	7.15e-191	55.92	4.91e-240	0.76
chr14-67	chr14	39219030	39219348	+	112.6	0.933	182.000000	180.0	14.3	12.57	3.62e-128	40.30	5.86e-215	0.76
chr17-158	chr17	2030553	2030871	+	112.6	0.897	180.000000	180.0	4.1	44.01	1.10e-221	29.62	1.34e-191	0.76
chr17-157	chr17	47252254	47252572	+	112.6	0.938	181.000000	180.0	15.3	11.74	3.24e-123	52.19	9.66e-235	0.76
chr17-154	chr17	64027404	64027722	+	112.6	0.958	182.000000	180.0	4.1	44.01	1.10e-221	44.20	5.21e-222	0.76
chr19-126	chr19	6753351	6753669	+	112.6	0.858	182.000000	180.0	15.3	11.74	3.24e-123	13.47	4.12e-133	0.76
chr19-124	chr19	49513213	49513531	+	112.6	0.911	183.000000	180.0	3.1	58.68	9.85e-244	52.19	9.66e-235	0.76
chr20-108	chr20	50115225	50115543	+	112.6	0.808	180.000000	180.0	14.3	12.57	3.62e-128	12.69	8.33e-129	0.76
chr20-104	chr20	63948835	63949153	+	112.6	0.883	185.000000	180.0	11.2	16.00	1.07e-145	32.24	5.37e-198	0.76
chr21-25	chr21	45255376	45255694	+	112.6	0.931	181.000000	180.0	4.1	44.01	1.10e-221	57.69	2.01e-242	0.76
chr22-53	chr22	38166017	38166335	+	112.6	0.933	181.000000	180.0	6.1	29.34	7.15e-191	67.66	1.09e-254	0.76
chr1-136	chr1	14970175	14970493	+	112.0	0.947	181.000000	179.0	4.1	43.77	4.83e-220	64.88	4.50e-250	0.77
chr1-134	chr1	150568126	150568444	+	112.0	0.944	184.000000	179.0	5.1	35.01	3.89e-203	50.46	7.08e-231	0.77
chr6-63	chr6	37516505	37516823	+	112.0	0.984	180.000000	179.0	8.7	20.60	1.97e-163	55.05	1.63e-237	0.77
chr12-89	chr12	112716508	112716826	+	112.0	0.969	181.000000	179.0	2.0	87.53	4.82e-273	85.16	6.27e-271	0.77
chr16-122	chr16	84145028	84145346	+	112.0	0.859	181.000000	179.0	6.6	26.93	2.11e-183	36.82	5.98e-207	0.77
chr17-156	chr17	17533915	17534233	+	112.0	0.895	181.000000	179.0	8.7	20.60	1.97e-163	41.60	3.41e-216	0.77
chr17-155	chr17	77098948	77099266	+	112.0	0.944	182.000000	179.0	3.6	50.02	3.35e-230	22.61	2.30e-170	0.77
chr20-107	chr20	31517407	31517725	+	112.0	0.916	180.000000	179.0	11.2	15.91	1.72e-144	32.25	6.22e-197	0.77
chrX-23	chrX	118974423	118974741	+	112.0	0.913	182.000000	179.0	3.6	50.02	3.35e-230	58.60	2.74e-242	0.77
chr1-139	chr1	14961844	14962162	+	111.3	0.933	180.000000	178.0	3.1	58.03	3.37e-240	55.30	1.53e-236	0.77
chr1-138	chr1	116475049	116475367	+	111.3	0.886	181.000000	178.0	6.6	26.78	5.67e-182	25.81	3.25e-179	0.77
chr4-49	chr4	75724284	75724602	+	111.3	0.919	181.000000	178.0	6.1	29.01	6.12e-188	59.55	3.58e-242	0.77
chr5-56	chr5	65481826	65482144	+	111.3	0.964	180.000000	178.0	6.1	29.01	6.12e-188	67.74	5.63e-252	0.77
chr6-62	chr6	43059369	43059687	+	111.3	0.857	181.000000	178.0	8.2	21.76	1.39e-166	37.64	1.91e-207	0.77
chr11-82	chr11	67464492	67464810	+	111.3	0.852	184.000000	178.0	5.1	34.82	1.36e-201	34.52	6.01e-201	0.77
chr15-30	chr15	89457163	89457481	+	111.3	0.938	181.000000	178.0	1.5	116.06	4.05e-293	41.37	1.42e-214	0.77
chr16-125	chr16	50382422	50382740	+	111.3	0.889	179.000000	178.0	4.6	38.69	1.62e-209	39.85	9.47e-212	0.77
chr17-151	chr17	44123495	44123813	+	111.3	0.852	184.000000	178.0	3.6	49.74	1.67e-228	24.97	8.86e-177	0.77
chr18-26	chr18	57712485	57712803	+	111.3	0.898	179.000000	178.0	6.6	26.78	5.67e-182	47.54	4.44e-225	0.77
chr19-125	chr19	1046362	1046680	+	111.3	0.918	182.000000	178.0	6.6	26.78	5.67e-182	34.74	1.99e-201	0.77
chr19-120	chr19	6752265	6752583	+	111.3	0.726	185.000000	178.0	7.2	24.87	1.83e-176	13.28	1.11e-130	0.77
chr20-110	chr20	20712774	20713092	+	111.3	0.867	179.000000	178.0	14.3	12.43	5.69e-126	22.03	1.71e-167	0.77
chr1-140	chr1	206631205	206631523	+	110.7	0.943	179.000000	177.0	4.1	43.28	9.21e-217	49.90	1.79e-227	0.77
chr4-51	chr4	147723369	147723687	+	110.7	0.958	179.000000	177.0	2.6	69.24	3.14e-252	89.82	5.64e-272	0.77
chr5-57	chr5	153832000	153832318	+	110.7	0.956	179.000000	177.0	1.5	115.40	4.70e-291	96.23	3.19e-277	0.77
chr6-64	chr6	42050251	42050569	+	110.7	0.880	179.000000	177.0	8.2	21.64	3.02e-165	23.23	1.86e-170	0.77
chr9-74	chr9	124771541	124771859	+	110.7	0.771	183.000000	177.0	7.7	23.08	5.50e-170	34.55	6.92e-200	0.77
chr10-65	chr10	44259348	44259666	+	110.7	0.881	179.000000	177.0	6.1	28.85	1.78e-186	34.33	2.07e-199	0.77
chr12-90	chr12	109573045	109573363	+	110.7	0.890	178.000000	177.0	9.7	18.22	1.07e-152	53.36	1.59e-232	0.77
chr17-159	chr17	17609177	17609495	+	110.7	0.936	180.000000	177.0	3.1	57.70	1.96e-238	68.22	4.25e-251	0.77
chr17-152	chr17	43333760	43334078	+	110.7	0.856	182.000000	177.0	4.1	43.28	9.21e-217	32.86	3.72e-196	0.77
chr20-111	chr20	49501890	49502208	+	110.7	0.930	177.000000	177.0	3.1	57.70	1.96e-238	53.89	2.83e-233	0.77
chr21-26	chr21	46296425	46296743	+	110.7	0.902	180.000000	177.0	4.6	38.47	6.27e-208	91.34	2.97e-273	0.77
chrX-25	chrX	103376314	103376632	+	110.7	0.934	180.000000	177.0	0.5	346.21	0.00e+00	114.66	1.46e-290	0.77
chrX-24	chrX	115562598	115562916	+	110.7	0.929	181.000000	177.0	1.0	173.11	5.29e-322	59.22	2.13e-240	0.77
chr1-141	chr1	52651982	52652300	+	110.1	0.879	177.000000	176.0	6.6	26.48	4.05e-179	71.45	3.53e-253	0.77
chr12-91	chr12	109949157	109949475	+	110.1	0.921	178.000000	176.0	2.0	86.06	3.18e-267	48.28	1.01e-223	0.77
chr14-68	chr14	34098614	34098932	+	110.1	0.944	180.000000	176.0	14.8	11.87	2.53e-121	29.44	6.20e-187	0.77
chr14-69	chr14	39026350	39026668	+	110.1	0.878	178.000000	176.0	10.2	17.21	9.76e-148	22.14	5.25e-166	0.77
chr15-31	chr15	90717023	90717341	+	110.1	0.838	180.000000	176.0	9.2	19.13	2.38e-155	47.84	4.73e-223	0.77
chr16-124	chr16	22297244	22297562	+	110.1	0.799	179.000000	176.0	16.4	10.76	1.85e-114	24.25	1.20e-172	0.77
chr16-126	chr16	86975385	86975703	+	110.1	0.968	177.000000	176.0	1.5	114.75	5.42e-289	83.73	3.81e-265	0.77
chr17-161	chr17	18988659	18988977	+	110.1	0.870	177.000000	176.0	9.7	18.12	1.95e-151	78.80	1.44e-260	0.77
chr17-160	chr17	32794545	32794863	+	110.1	0.974	178.000000	176.0	10.2	17.21	9.76e-148	58.25	8.37e-238	0.77
chr19-127	chr19	11191401	11191719	+	110.1	0.942	178.000000	176.0	2.6	68.85	2.18e-250	95.69	3.07e-275	0.77
chr20-112	chr20	44419297	44419615	+	110.1	0.858	176.000000	176.0	13.8	12.75	2.42e-126	25.76	4.27e-177	0.77
chrX-27	chrX	120560934	120561252	+	110.1	0.910	176.000000	176.0	3.6	49.18	4.12e-225	27.20	4.30e-181	0.77
chr5-59	chr5	110726539	110726857	+	109.5	0.926	176.000000	175.0	2.6	68.46	1.50e-248	96.88	1.30e-274	0.77
chr6-66	chr6	13814077	13814395	+	109.5	0.890	176.000000	175.0	4.1	42.79	1.72e-213	44.03	1.26e-215	0.77
chr10-66	chr10	102461140	102461458	+	109.5	0.932	177.000000	175.0	8.2	21.39	1.41e-162	27.90	6.34e-182	0.77
chr15-33	chr15	88638745	88639063	+	109.5	0.936	176.000000	175.0	6.1	28.52	1.47e-183	47.57	2.26e-221	0.77
chr16-127	chr16	12612602	12612920	+	109.5	0.927	176.000000	175.0	18.4	9.51	2.33e-105	13.29	1.56e-128	0.77
chr17-162	chr17	79850031	79850349	+	109.5	0.914	177.000000	175.0	8.7	20.14	3.43e-158	35.52	1.04e-199	0.77
chr19-128	chr19	40718910	40719228	+	109.5	0.915	177.000000	175.0	6.1	28.52	1.47e-183	40.06	1.31e-208	0.77
chr19-130	chr19	51363032	51363350	+	109.5	0.873	175.000000	175.0	8.2	21.39	1.41e-162	22.29	1.45e-165	0.77
chr1-142	chr1	206563031	206563349	+	108.8	0.942	177.000000	174.0	2.6	68.07	1.03e-246	79.07	6.97e-258	0.77
chr2-141	chr2	60858800	60859118	+	108.8	0.916	177.000000	174.0	10.2	17.02	2.88e-145	62.33	3.71e-240	0.77
chr2-143	chr2	233814062	233814380	+	108.8	0.951	176.000000	174.0	3.6	48.62	9.91e-222	56.96	1.79e-233	0.77
chr5-58	chr5	1800506	1800824	+	108.8	0.829	177.000000	174.0	7.7	22.69	6.65e-166	9.46	2.00e-104	0.77
chr7-61	chr7	158264351	158264669	+	108.8	0.817	174.000000	174.0	7.7	22.69	6.65e-166	23.65	6.65e-169	0.77
chr10-67	chr10	100364929	100365247	+	108.8	0.888	175.000000	174.0	6.1	28.36	4.20e-182	41.07	2.95e-209	0.77
chr14-70	chr14	23301366	23301684	+	108.8	0.851	177.000000	174.0	18.9	9.20	1.57e-102	17.54	1.97e-147	0.77
chrX-28	chrX	54529646	54529964	+	108.8	0.897	174.000000	174.0	3.1	56.72	3.70e-233	77.91	8.89e-257	0.77
chr1-143	chr1	111449099	111449417	+	108.2	0.881	174.000000	173.0	7.2	24.17	1.64e-169	51.14	3.47e-224	0.77
chr1-144	chr1	121519482	121519800	+	108.2	0.932	173.000000	173.0	6.1	28.20	1.19e-180	48.77	1.07e-220	0.77
chr3-80	chr3	49723285	49723603	+	108.2	0.942	176.000000	173.0	5.1	33.84	6.59e-194	36.33	4.38e-199	0.77
chr4-53	chr4	144861499	144861817	+	108.2	0.923	174.000000	173.0	2.6	67.68	6.99e-245	94.06	2.65e-269	0.77
chr4-52	chr4	148442422	148442740	+	108.2	0.832	176.000000	173.0	3.6	48.34	4.82e-220	71.18	1.28e-248	0.77
chr7-60	chr7	1716474	1716792	+	108.2	0.931	174.000000	173.0	9.7	17.81	1.14e-147	43.53	2.44e-212	0.77
chr12-92	chr12	71839574	71839892	+	108.2	0.946	173.000000	173.0	8.2	21.15	6.42e-160	58.53	3.87e-234	0.77
chr15-32	chr15	24773028	24773346	+	108.2	0.884	176.000000	173.0	4.1	42.30	3.12e-210	82.30	2.20e-259	0.77
chr15-34	chr15	64093293	64093611	+	108.2	0.927	175.000000	173.0	6.6	26.03	7.39e-175	21.95	1.43e-162	0.77
chr16-128	chr16	5208130	5208448	+	108.2	0.896	173.000000	173.0	4.1	42.30	3.12e-210	65.84	7.60e-243	0.77
chr16-123	chr16	89937939	89938257	+	108.2	0.964	180.000000	173.0	3.1	56.40	2.10e-231	48.32	5.12e-220	0.77
chr18-28	chr18	58013873	58014191	+	108.2	0.928	174.000000	173.0	7.7	22.56	1.51e-164	39.60	2.09e-205	0.77
chr19-132	chr19	55116203	55116521	+	108.2	0.953	173.000000	173.0	4.1	42.30	3.12e-210	48.32	5.12e-220	0.77
chr20-109	chr20	5000230	5000548	+	108.2	0.879	179.000000	173.0	8.7	19.91	1.39e-155	27.43	1.17e-178	0.77
chr20-113	chr20	50313252	50313570	+	108.2	0.945	173.000000	173.0	8.2	21.15	6.42e-160	27.58	4.91e-179	0.77
chrX-26	chrX	153928391	153928709	+	108.2	0.927	178.000000	173.0	4.1	42.30	3.12e-210	65.84	7.60e-243	0.77
chr2-144	chr2	102155416	102155734	+	107.6	0.777	175.000000	172.0	7.7	22.43	3.41e-163	21.73	6.19e-161	0.77
chr2-142	chr2	130337435	130337753	+	107.6	0.896	176.000000	172.0	8.2	21.03	1.36e-158	11.74	7.32e-118	0.77
chr5-61	chr5	131635242	131635560	+	107.6	0.874	173.000000	172.0	4.6	37.38	5.00e-200	37.41	4.48e-200	0.77
chr8-35	chr8	11853183	11853501	+	107.6	0.904	180.000000	172.0	8.7	19.79	2.76e-154	33.36	9.34e-192	0.77
chr8-36	chr8	132775145	132775463	+	107.6	0.852	179.000000	172.0	4.1	42.05	1.32e-208	48.49	5.24e-219	0.77
chr9-75	chr9	129824113	129824431	+	107.6	0.912	173.000000	172.0	9.2	18.69	3.09e-150	83.12	1.25e-258	0.77
chr10-68	chr10	100373293	100373611	+	107.6	0.867	173.000000	172.0	6.6	25.88	1.92e-173	25.67	7.34e-173	0.77
chr12-95	chr12	55729033	55729351	+	107.6	0.876	172.000000	172.0	5.1	33.64	2.23e-192	48.04	2.48e-218	0.77
chr14-71	chr14	61695082	61695400	+	107.6	0.832	173.000000	172.0	8.2	21.03	1.36e-158	52.37	1.21e-224	0.77
chr18-29	chr18	10705830	10706148	+	107.6	0.929	173.000000	172.0	3.6	48.06	2.33e-218	83.12	1.25e-258	0.77
chr19-129	chr19	3070517	3070835	+	107.6	0.862	175.000000	172.0	2.0	84.11	1.69e-259	25.06	4.01e-171	0.77
chr3-82	chr3	129614911	129615229	+	107.0	0.951	171.000000	171.0	3.1	55.75	6.64e-228	35.91	5.74e-196	0.77
chr3-81	chr3	194486853	194487171	+	107.0	0.923	176.000000	171.0	4.1	41.81	5.56e-207	58.50	2.02e-231	0.77
chr5-62	chr5	139700007	139700325	+	107.0	0.956	173.000000	171.0	3.6	47.78	1.12e-216	35.42	5.60e-195	0.77
chr6-65	chr6	148342410	148342728	+	107.0	0.900	177.000000	171.0	5.6	30.41	5.40e-184	37.46	5.08e-199	0.77
chr6-68	chr6	167401497	167401815	+	107.0	0.927	172.000000	171.0	7.7	22.30	7.64e-162	34.48	4.84e-193	0.77
chr10-69	chr10	79188172	79188490	+	107.0	0.945	171.000000	171.0	9.2	18.58	5.77e-149	45.67	2.16e-213	0.77
chr12-93	chr12	121085813	121086131	+	107.0	0.934	173.000000	171.0	2.6	66.89	3.18e-241	54.23	6.73e-226	0.77
chr16-129	chr16	71845654	71845972	+	107.0	0.849	173.000000	171.0	7.2	23.89	9.56e-167	50.55	9.03e-221	0.77
chr17-163	chr17	8190182	8190500	+	107.0	0.865	173.000000	171.0	6.1	27.87	9.41e-178	5.18	2.56e-64	0.77
chr17-164	chr17	81495079	81495397	+	107.0	0.925	171.000000	171.0	4.1	41.81	5.56e-207	36.16	1.82e-196	0.77
chr18-27	chr18	13313084	13313402	+	107.0	0.893	176.000000	171.0	5.1	33.45	7.50e-191	53.67	3.83e-225	0.77
chrX-29	chrX	15854847	15855165	+	107.0	0.872	172.000000	171.0	3.6	47.78	1.12e-216	82.64	1.04e-256	0.77
chr5-60	chr5	134738279	134738597	+	106.3	0.903	175.000000	170.0	5.1	33.25	2.51e-189	75.01	3.66e-248	0.78
chr6-69	chr6	7542963	7543281	+	106.3	0.923	171.000000	170.0	6.6	25.58	1.28e-170	31.75	4.99e-186	0.78
chr7-62	chr7	7176432	7176750	+	106.3	0.953	172.000000	170.0	4.6	36.95	6.94e-197	34.97	6.08e-193	0.78
chr8-37	chr8	75149027	75149345	+	106.3	0.952	173.000000	170.0	2.0	83.13	1.19e-255	99.54	8.34e-269	0.78
chr11-84	chr11	9384354	9384672	+	106.3	0.927	172.000000	170.0	9.2	18.47	1.07e-147	49.77	2.28e-218	0.78
chr22-54	chr22	45498991	45499309	+	106.3	0.941	171.000000	170.0	6.6	25.58	1.28e-170	39.21	3.66e-201	0.78
